hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,school
4,78,0,6,3,60,G
2,60,0,4,0,32,G
2,80,0,9,2,59,G
7,48,0,8,9,40,G
1,81,0,6,6,55,G
7,81,0,6,1,69,G
1,41,0,7,3,12,G
6,43,0,5,5,39,G
3,47,0,9,4,25,G
8,71,0,8,5,62,G
6,53,1,4,4,40,G
2,88,0,9,8,67,G
8,52,0,4,1,42,G
5,60,0,7,3,44,G
8,63,0,9,0,57,G
8,89,0,4,6,83,G
6,57,1,9,0,43,G
2,84,1,6,5,61,G
8,79,1,9,9,76,G
6,65,0,8,9,54,G
6,71,0,9,8,60,G
8,83,1,4,1,74,G
1,96,0,8,0,74,G
2,94,0,4,9,66,G
9,95,1,5,2,94,G
8,92,0,5,5,83,G
7,72,0,8,6,65,G
7,91,0,5,7,82,G
5,70,0,5,3,52,G
2,57,0,6,7,34,G
6,74,0,4,6,61,H
3,51,0,5,7,30,H
4,90,1,8,4,77,H
2,64,1,6,9,45,H
2,84,0,5,6,59,H
8,70,0,9,3,66,H
8,49,1,8,0,45,H
6,86,1,4,2,73,H
5,91,1,9,9,81,H
8,73,1,5,8,72,H
4,90,1,8,3,72,H
4,42,1,9,4,27,H
5,85,1,8,2,70,H
1,78,0,7,5,51,H
1,47,1,9,3,21,H
2,71,1,8,4,50,H
8,82,1,9,6,82,H
7,68,0,7,6,58,H
9,61,0,4,8,59,H
5,59,0,4,1,41,H
2,45,1,6,3,21,H
7,82,1,9,7,78,H
8,88,1,7,3,85,H
7,68,0,8,2,59,H
7,81,0,6,9,72,H
5,95,0,9,5,83,H
2,56,0,6,2,31,H
6,70,0,9,1,58,H
4,92,0,4,8,74,H
2,73,1,8,2,50,H
9,77,0,7,0,72,H
7,96,0,4,8,84,H
6,76,0,6,4,67,H
5,43,0,5,6,29,H
3,41,1,6,1,20,H
4,51,1,5,0,31,H
3,74,0,9,5,58,H
8,45,1,4,4,39,H
3,95,1,9,9,77,H
7,85,1,7,5,78,H
7,47,1,8,1,39,H
7,60,1,5,6,51,H
7,92,1,8,0,86,H
2,97,1,9,7,78,H
3,85,0,4,6,66,H
9,74,1,4,6,74,H
3,87,0,9,5,70,H
2,54,1,9,9,38,H
9,46,1,4,4,44,H
9,54,1,7,8,52,H
4,84,0,5,2,63,H
9,45,1,8,8,46,H
3,86,0,6,4,63,H
7,56,1,9,7,50,H
7,43,1,9,2,37,H
8,61,0,4,6,52,H
4,71,1,8,9,55,H
3,98,1,8,3,77,H
3,61,1,7,4,46,H
5,66,0,5,3,52,H
1,85,1,7,8,59,H
3,54,1,7,6,32,H
6,99,1,8,5,87,H
3,83,0,5,5,61,H
5,90,1,5,9,75,H
9,61,0,5,6,59,H
2,67,1,4,4,40,H
2,81,1,5,9,61,H
6,77,0,8,2,62,H
6,99,0,4,2,86,H
8,96,0,6,6,89,H
2,48,0,9,9,29,H
9,73,0,7,0,72,H
2,75,1,5,3,53,H
1,48,1,6,9,24,H
2,54,0,5,7,30,H
7,84,1,7,3,79,H
8,59,1,8,0,51,H
5,47,0,8,4,34,H
6,97,0,7,0,87,H
1,67,0,6,8,43,H
6,90,1,4,7,80,H
8,58,0,9,6,54,H
3,96,1,9,4,80,H
1,55,0,9,3,29,H
4,50,0,4,6,34,H
1,81,0,5,2,58,H
8,47,0,7,7,38,H
5,72,1,7,4,57,H
1,49,1,4,4,20,H
8,57,1,6,0,49,H
9,74,0,9,9,73,H
2,82,1,7,7,61,H
9,89,1,8,6,87,H
8,42,1,8,0,37,H
7,79,0,7,3,69,H
3,66,1,9,3,46,H
2,98,0,9,8,79,H
7,67,0,9,9,60,H
5,85,1,6,1,68,H
6,45,1,8,3,38,H
4,86,0,6,9,71,H
2,53,0,4,2,28,H
9,46,0,5,9,44,H
3,49,1,9,4,31,H
7,54,0,4,6,41,H
8,70,0,5,4,63,H
2,68,0,8,4,44,H
6,81,1,5,3,69,H
8,93,0,5,8,88,H
7,56,0,7,5,49,H
3,98,0,5,9,76,H
1,90,0,7,5,63,H
6,68,0,5,5,55,H
8,88,1,7,5,86,H
6,83,1,8,0,71,H
5,54,0,8,5,41,H
8,65,0,5,3,58,H
2,51,0,6,1,26,H
1,64,0,8,5,39,H
1,80,0,4,0,54,H
4,44,0,4,0,25,H
6,43,1,7,4,29,H
9,83,0,6,5,81,H
1,87,0,9,1,65,H
1,80,1,7,9,57,H
5,96,1,5,7,85,H
5,70,1,8,3,60,H
5,42,1,6,3,27,H
6,92,0,7,9,82,H
8,42,1,7,4,37,H
3,65,1,4,9,48,H
9,89,1,5,3,85,H
1,56,0,7,4,28,H
4,99,0,4,9,83,H
9,49,0,6,2,47,H
8,41,1,7,7,37,H
9,63,0,9,5,62,H
1,50,1,9,7,26,H
9,63,1,4,4,59,H
3,74,1,9,6,59,H
9,62,1,5,9,56,H
1,71,0,8,6,46,H
1,62,0,9,5,35,H
9,73,0,6,9,71,H
6,80,0,7,3,69,H
4,58,1,4,5,41,H
7,41,1,7,8,34,H
5,99,1,8,3,89,H
7,90,1,7,5,83,H
8,41,1,7,5,33,H
8,54,0,4,2,48,H
1,95,0,8,3,71,H
8,60,1,6,2,52,H
6,74,1,4,2,63,H
4,44,0,8,9,27,H
8,82,0,8,3,79,H
3,66,1,7,3,44,H
4,63,0,5,5,45,H
6,46,0,5,3,34,H
7,45,1,6,5,34,H
4,85,1,7,1,69,H
4,72,0,5,3,56,H
7,97,0,4,1,86,H
6,88,1,6,7,78,H
8,56,0,7,8,49,H
1,85,0,9,6,67,H
7,81,0,4,5,71,H
7,69,1,5,7,61,H
7,47,0,5,3,36,H
7,79,0,5,9,69,H
8,85,1,5,1,80,H
9,46,1,8,3,39,H
9,45,0,9,4,39,H
2,43,1,6,8,21,H
7,40,1,6,4,30,H
7,54,0,5,8,47,H
4,70,1,6,8,53,H
9,64,0,9,7,59,H
8,86,0,4,4,79,H
1,72,1,4,1,44,H
2,91,0,6,4,66,H
2,74,0,5,0,51,H
8,94,0,7,7,90,H
1,44,0,9,1,16,H
4,44,0,5,6,23,H
5,75,1,8,1,62,H
9,56,1,7,4,51,H
7,92,0,9,9,84,H
8,91,0,8,6,86,H
9,53,1,6,5,50,H
7,97,0,8,4,90,H
5,68,0,6,5,55,H
5,47,0,8,1,31,H
6,73,1,7,9,64,H
5,79,0,8,0,64,H
9,40,1,5,0,38,H
3,68,0,6,7,46,H
3,75,0,4,2,54,H
7,90,1,8,2,81,H
7,76,1,6,8,67,H
6,68,0,4,5,54,H
3,44,0,6,3,19,H
7,92,0,6,3,85,H
5,71,1,4,6,54,H
7,99,0,4,5,89,H
2,91,1,7,1,66,H
6,63,0,9,8,55,H
8,58,0,8,1,52,H
1,51,0,8,7,27,H
4,91,0,6,3,74,H
1,40,0,5,9,14,H
1,46,0,5,0,19,H
8,56,0,9,0,52,H
7,73,1,6,8,63,H
1,82,0,7,3,55,H
2,46,0,4,0,18,H
4,56,0,6,2,39,H
1,98,0,8,2,74,H
3,42,1,5,6,23,H
8,68,1,5,5,57,H
8,61,0,5,7,54,H
8,77,0,7,6,67,H
6,93,1,8,0,86,H
6,82,1,7,2,71,H
5,68,1,4,8,52,H
9,89,0,6,3,85,H
4,89,1,6,2,72,H
7,93,1,5,4,88,H
1,81,0,5,7,55,H
9,44,0,4,0,39,H
7,69,0,7,1,58,H
9,62,1,9,6,65,H
7,94,1,9,0,90,H
2,60,1,9,4,35,H
6,95,1,8,9,88,H
4,65,0,4,7,48,H
3,93,1,6,5,72,H
2,86,0,6,2,60,H
6,60,1,7,6,45,H
8,59,1,4,2,53,H
6,62,1,8,4,49,H
9,43,0,4,6,39,H
5,60,1,4,1,42,H
2,60,0,7,9,35,H
8,40,0,8,3,34,H
9,54,0,9,1,54,H
4,56,0,6,6,37,H
6,90,1,5,2,78,H
8,53,1,9,8,49,H
9,98,0,8,5,96,H
5,58,0,6,0,43,H
6,89,1,9,9,80,H
4,99,1,7,7,80,H
5,73,0,8,6,62,H
7,45,1,8,0,37,H
9,84,1,6,2,81,H
6,88,1,6,2,74,H
6,45,0,4,2,30,H
8,92,0,4,6,87,H
4,93,0,8,5,74,H
3,44,0,5,1,20,H
7,46,0,7,4,37,H
5,72,1,6,5,55,H
2,52,1,4,1,25,H
2,90,1,7,0,67,H
6,93,0,9,3,78,H
8,40,1,9,3,35,H
1,52,0,8,3,24,H
6,82,0,6,0,72,H
2,66,0,9,2,42,H
2,46,0,6,6,24,H
7,91,0,4,3,82,H
1,42,0,9,1,15,H
6,97,1,5,7,87,H
7,64,0,9,0,59,H
8,72,1,6,8,67,H
7,79,0,5,4,69,H
6,56,1,7,1,45,H
9,84,0,9,3,83,H
3,53,0,6,2,31,H
6,76,1,9,6,61,H
4,97,0,9,5,80,H
2,95,0,6,8,70,H
1,93,1,5,3,67,H
1,62,1,4,2,37,H
3,98,0,9,6,81,H
4,63,1,8,5,46,H
2,68,1,7,4,46,H
1,77,0,6,9,52,H
4,98,1,9,6,84,H
7,93,0,4,4,84,H
6,66,1,6,8,58,H
6,77,0,9,3,66,H
9,92,0,7,0,85,H
2,79,0,8,9,55,H
4,84,1,6,4,67,H
5,89,0,9,0,75,H
1,62,1,5,0,36,H
8,70,0,4,0,64,H
8,75,0,8,0,69,H
6,56,0,6,7,42,H
5,76,1,9,1,64,H
8,42,0,8,8,38,H
3,75,0,5,6,56,H
3,94,1,6,2,73,H
2,44,0,8,8,28,H
5,85,0,6,3,67,H
3,54,1,6,6,34,H
3,91,1,8,2,73,H
6,88,1,6,4,79,H
8,45,0,5,3,38,H
2,98,1,8,5,78,H
4,49,0,9,8,35,H
7,93,0,8,4,85,H
1,71,1,5,0,45,H
1,62,1,5,4,37,H
7,87,0,5,4,78,H
7,56,1,9,8,52,H
1,85,1,9,7,64,H
1,59,0,6,4,32,H
4,83,1,6,4,65,H
5,80,1,7,1,67,H
5,54,1,6,8,40,H
4,83,0,5,3,64,H
8,85,1,7,6,79,H
7,97,1,5,9,91,H
9,61,0,4,5,56,H
7,89,0,9,4,85,H
1,91,0,8,4,64,H
7,45,0,4,6,34,H
1,43,1,9,1,16,H
7,97,0,9,8,88,H
8,62,0,5,1,53,H
9,83,1,6,8,80,H
3,84,0,8,3,64,H
4,58,0,6,9,37,H
4,93,1,6,9,75,H
9,84,0,8,5,82,H
7,70,0,8,0,60,H
3,83,1,4,4,64,H
5,91,1,5,5,76,H
7,42,1,6,8,35,H
8,67,1,5,8,61,H
1,42,1,5,8,18,H
2,53,1,7,2,25,H
7,57,1,4,3,47,H
2,66,1,6,7,47,H
7,90,1,9,7,81,H
9,99,1,8,1,99,H
2,49,1,8,7,28,H
7,88,1,5,6,77,H
4,54,0,4,8,37,H
2,58,1,4,4,35,H
7,48,1,6,1,38,H
5,43,1,6,4,31,H
1,54,1,5,1,29,H
5,90,1,5,4,77,H
3,87,0,5,8,70,H
7,47,0,7,6,37,H
6,88,0,4,6,75,H
8,92,0,5,0,83,H
5,40,1,4,8,24,H
2,46,0,9,5,23,H
9,92,0,8,6,90,H
8,70,1,8,1,64,H
6,57,0,4,0,41,H
7,51,0,9,3,44,H
9,87,1,8,8,84,H
7,69,1,8,8,65,H
3,72,0,8,2,54,H
6,98,1,6,0,84,H
7,86,0,9,1,78,H
2,46,1,6,8,21,H
3,67,0,4,8,49,H
4,88,0,4,0,69,H
6,42,0,7,8,31,H
1,82,1,6,0,56,H
9,45,1,4,9,41,H
5,70,0,6,3,54,H
7,77,1,7,4,69,H
9,54,1,4,7,53,H
9,46,0,4,4,40,H
1,82,1,4,4,58,H
1,69,1,4,3,41,H
3,66,0,5,8,46,H
6,56,0,9,7,50,H
2,94,1,9,8,75,H
1,57,1,6,6,32,H
1,61,1,6,6,37,H
5,95,0,6,4,83,H
4,92,1,7,9,75,H
1,65,1,5,0,39,H
4,90,1,6,5,74,H
3,66,1,6,9,43,H
2,79,1,4,5,56,H
9,63,1,4,9,58,H
1,91,0,4,3,64,H
7,47,0,6,1,39,H
4,60,0,4,0,38,H
5,68,1,6,2,53,H
5,82,1,7,8,68,H
1,60,0,7,0,36,H
6,42,0,8,4,29,H
9,70,0,5,9,67,H
2,94,0,4,5,72,H
7,66,0,9,8,61,H
6,85,1,4,0,70,H
5,66,1,5,4,51,H
4,48,1,5,0,32,H
4,96,1,8,1,80,H
6,72,1,5,1,62,H
4,72,0,6,4,59,H
5,65,0,4,9,50,H
6,67,1,5,3,57,H
5,83,0,6,5,70,H
7,82,1,5,4,70,H
9,70,1,9,1,69,H
7,92,0,6,8,87,H
7,40,1,7,9,29,H
4,59,1,6,7,42,H
1,51,1,8,8,27,H
8,56,0,6,5,49,H
4,54,0,5,4,35,H
1,73,1,7,4,46,H
5,89,1,7,1,76,H
8,55,0,6,3,47,H
4,43,0,5,1,22,H
8,47,0,7,1,36,H
8,73,0,9,7,66,H
3,85,1,6,3,68,H
9,64,1,6,3,61,H
3,54,1,6,6,36,H
1,67,0,7,3,39,H
2,48,0,4,8,20,H
6,41,1,5,8,28,H
2,56,0,8,2,29,H
6,97,1,8,5,86,H
1,49,0,5,6,25,H
1,48,1,4,2,20,H
5,70,1,5,3,58,H
9,41,1,6,0,38,H
8,63,1,9,8,62,H
3,58,0,5,6,37,H
3,56,1,5,9,34,H
1,82,1,9,6,56,H
3,88,1,7,8,72,H
1,49,1,8,5,25,H
8,89,0,8,7,82,H
1,94,1,6,4,70,H
5,67,1,9,7,52,H
9,77,0,6,9,76,H
7,87,1,7,0,78,H
4,67,1,6,2,51,H
9,98,1,9,3,96,H
9,89,1,9,8,90,H
2,91,0,4,7,64,H
6,89,0,7,7,79,H
4,40,0,9,1,22,H
8,99,0,9,6,96,H
7,42,0,7,2,32,H
7,54,0,5,5,42,H
9,91,1,5,3,88,H
5,49,1,4,5,36,H
6,60,1,9,3,48,H
1,76,1,7,2,51,H
6,54,0,7,1,40,H
2,62,1,5,3,34,H
6,53,1,8,9,43,H
9,54,0,8,1,59,H
8,49,1,9,6,42,H
9,95,1,5,0,93,H
8,48,0,9,0,37,H
3,83,1,6,4,63,H
8,78,1,7,6,70,H
6,44,0,9,0,33,H
6,64,1,4,3,50,H
6,95,1,8,4,84,H
3,81,1,9,1,60,H
1,96,1,6,6,67,H
4,65,1,7,3,47,H
6,47,0,6,7,34,H
2,61,1,9,0,38,H
7,91,1,7,9,84,H
7,64,1,7,0,53,H
4,87,0,5,0,69,H
4,51,0,5,3,32,H
1,48,0,4,0,21,H
2,49,1,4,4,30,H
9,87,1,6,5,85,H
8,49,1,5,6,45,H
8,48,1,7,7,43,H
9,65,1,5,7,63,H
7,74,0,7,1,64,H
9,66,1,5,3,62,H
2,99,1,7,6,76,H
6,70,0,6,8,62,H
3,58,0,5,8,40,H
6,82,0,8,2,71,H
3,77,0,8,6,56,H
8,45,0,7,3,38,H
4,54,1,6,8,39,H
6,68,1,7,6,62,H
9,86,1,6,5,84,H
2,84,1,4,8,64,H
2,93,1,5,6,71,H
7,44,0,6,7,38,H
2,53,1,7,4,26,H
2,92,1,4,3,67,H
4,41,0,7,0,23,H
9,62,0,8,7,57,H
8,83,1,8,5,80,H
2,91,1,5,3,68,H
8,85,0,9,2,77,H
4,58,1,5,4,37,H
2,63,0,4,3,39,H
7,59,1,8,6,49,H
6,86,0,6,5,74,H
5,66,0,8,2,53,H
1,91,0,9,9,67,H
2,63,1,5,0,38,H
8,56,0,7,6,47,H
1,64,0,4,4,40,H
3,85,1,9,0,68,H
2,94,1,8,0,70,H
5,70,1,6,5,54,H
4,67,0,9,3,49,H
7,89,0,6,7,79,H
5,98,0,6,1,82,H
8,67,1,4,3,62,H
4,61,1,6,7,46,H
6,95,0,6,7,86,H
4,98,1,8,4,80,H
2,44,1,4,2,17,H
1,93,0,7,3,69,H
1,83,0,7,2,58,H
8,81,1,6,1,74,H
4,47,0,9,3,32,H
5,77,1,5,8,64,H
8,67,1,4,5,57,H
7,96,0,5,3,82,H
8,86,0,4,0,78,H
8,51,1,4,6,40,H
6,96,1,8,1,88,H
2,64,0,6,5,42,H
6,77,1,8,9,67,H
1,83,1,9,0,56,H
1,54,1,5,6,26,H
3,83,1,5,3,56,H
3,80,1,7,2,63,H
5,90,0,9,9,78,H
1,92,1,9,6,68,H
6,73,1,8,2,66,H
7,99,0,8,7,90,H
3,84,0,9,3,65,H
4,52,0,8,2,33,H
3,47,1,7,6,32,H
1,98,1,8,6,74,H
8,52,0,8,8,48,H
2,75,0,9,9,57,H
1,45,0,9,6,22,H
8,77,0,8,5,69,H
7,71,0,8,2,62,H
7,60,1,9,3,52,H
4,83,0,5,7,66,H
9,83,1,6,5,81,H
6,88,1,5,8,75,H
2,98,0,8,7,80,H
1,46,0,4,7,20,H
1,65,0,4,9,40,H
9,54,0,7,9,55,H
4,95,0,5,6,78,H
5,88,1,9,9,76,H
3,81,0,7,0,60,H
4,62,0,7,4,44,H
8,91,1,4,6,85,H
4,77,0,5,9,56,H
9,80,0,6,8,76,H
9,54,0,9,3,49,H
6,87,1,5,7,72,H
2,92,0,7,0,69,H
7,79,0,8,3,72,H
9,55,0,7,3,50,H
6,71,0,5,1,57,H
3,76,1,4,2,56,H
7,57,0,5,2,46,H
5,59,1,6,8,45,H
1,85,0,9,6,60,H
3,41,0,9,1,22,H
5,94,0,8,8,81,H
7,62,1,8,7,54,H
3,69,0,7,5,48,H
6,42,0,5,5,28,H
5,85,1,9,1,73,H
1,78,0,4,2,52,H
6,86,0,6,5,74,H
8,88,0,7,2,84,H
1,40,0,5,6,13,H
2,80,1,4,4,57,H
4,61,1,5,3,42,H
2,68,1,4,7,47,H
9,53,0,5,1,48,H
8,87,0,5,2,81,H
8,67,0,9,9,63,H
4,60,0,7,3,43,H
5,84,1,5,9,71,H
4,71,0,5,5,49,H
9,45,1,7,4,43,H
2,93,0,7,4,69,H
8,40,0,8,6,34,H
2,60,1,8,7,37,H
1,96,0,9,5,74,H
3,43,1,7,2,21,H
9,42,1,6,3,38,H
3,88,0,9,0,67,H
9,69,1,4,4,64,H
7,70,1,7,9,61,H
1,73,0,8,7,46,H
5,58,1,5,2,41,H
9,59,1,7,9,58,H
3,62,0,7,3,40,H
9,93,1,8,3,92,H
5,98,0,8,5,86,H
9,79,1,6,8,77,H
6,64,0,9,9,52,H
9,54,0,8,2,47,H
7,77,0,8,3,70,H
7,62,0,8,5,57,H
8,91,0,9,5,90,H
7,41,1,5,6,32,H
9,96,0,7,0,93,H
9,96,0,7,8,94,H
6,54,1,8,1,42,H
7,91,0,9,3,82,H
2,83,1,6,2,58,H
9,74,1,8,2,68,H
1,49,0,9,4,25,H
1,53,1,9,6,30,H
3,66,1,6,6,46,H
6,93,1,9,6,86,H
5,53,0,7,2,42,H
2,74,1,6,8,49,H
9,72,0,6,5,70,H
4,91,0,4,9,74,H
4,40,1,6,7,26,H
5,73,0,6,0,56,H
8,58,1,5,3,54,H
4,63,1,7,6,48,H
5,81,0,8,8,70,H
4,43,0,4,2,22,H
6,75,0,6,5,62,H
3,52,1,5,7,33,H
8,97,1,5,2,93,H
6,71,1,9,5,62,H
5,48,0,8,8,31,H
2,78,1,8,8,60,H
7,55,1,7,5,50,H
2,89,1,9,4,67,H
1,42,1,6,0,17,H
7,91,0,5,2,82,H
5,59,1,4,2,41,H
1,49,0,7,3,24,H
4,95,1,6,4,78,H
4,97,1,9,7,80,H
7,97,1,8,8,93,H
9,61,0,9,6,64,H
2,87,0,6,9,60,H
1,42,0,9,5,18,H
2,50,1,8,2,28,H
7,64,1,6,8,54,H
6,81,0,4,9,71,H
4,87,1,7,0,68,H
1,47,1,9,8,23,H
1,48,0,8,2,20,H
5,54,1,4,8,37,H
1,71,1,5,9,47,H
7,92,1,4,0,81,H
1,42,0,4,7,18,H
1,43,1,4,5,16,H
2,69,0,8,8,49,H
3,52,1,5,3,33,H
1,83,0,7,4,60,H
9,60,0,4,5,55,H
8,80,0,8,8,75,H
5,96,0,8,5,81,H
2,85,1,7,8,64,H
5,58,0,6,1,41,H
6,78,1,5,3,68,H
1,87,1,5,2,59,H
4,61,0,9,3,44,H
9,59,1,4,0,55,H
2,76,1,6,1,54,H
5,70,1,5,3,53,H
1,49,1,9,9,24,H
4,57,0,4,3,37,H
4,82,1,6,4,65,H
6,78,1,8,8,69,H
9,85,1,4,0,82,H
3,59,1,6,7,39,H
9,57,1,7,2,54,H
6,50,0,5,8,36,H
7,61,1,4,7,55,H
2,98,0,9,7,78,H
6,83,1,8,8,73,H
6,57,0,9,3,49,H
2,97,1,4,4,74,H
2,73,1,5,6,51,H
2,62,0,5,1,37,H
1,40,0,6,6,16,H
5,94,0,9,2,84,H
8,49,1,9,5,47,H
2,92,0,8,5,70,H
5,40,0,6,5,28,H
8,77,0,8,9,72,H
5,78,1,4,1,60,H
2,88,1,4,8,67,H
3,48,1,9,7,33,H
6,70,0,6,6,58,H
5,46,1,7,8,36,H
4,56,1,5,3,35,H
4,74,1,6,1,56,H
5,87,1,6,3,71,H
2,76,0,4,9,51,H
9,91,1,5,2,88,H
2,57,0,6,1,36,H
2,72,0,4,1,50,H
9,43,0,4,7,42,H
3,62,0,9,4,44,H
7,50,0,9,5,42,H
4,91,0,6,7,75,H
6,48,1,6,6,34,H
4,69,0,4,6,54,H
7,47,1,9,6,36,H
1,79,0,6,6,53,H
3,44,1,5,7,24,H
3,51,0,4,0,30,H
1,40,1,4,2,13,H
6,54,1,6,0,43,H
9,64,0,6,7,56,H
8,57,0,6,1,50,H
7,77,0,5,6,67,H
8,81,0,4,5,74,H
6,85,1,7,0,73,H
9,92,1,5,5,90,H
3,65,0,5,8,42,H
9,79,0,9,2,77,H
4,98,1,4,6,84,H
7,42,0,7,3,37,H
9,93,1,4,0,91,H
2,61,0,5,6,34,H
2,65,0,6,0,40,H
9,58,1,4,3,53,H
3,83,1,4,8,63,H
9,83,0,6,4,82,H
5,86,1,7,6,73,H
6,99,0,7,6,86,H
2,78,1,4,2,56,H
8,98,0,6,7,94,H
9,75,0,9,0,74,H
2,60,0,4,3,37,H
6,80,1,6,9,69,H
6,93,1,5,3,79,H
8,87,1,9,1,83,H
5,65,1,6,5,50,H
9,52,0,4,0,47,H
1,75,1,8,2,53,H
9,63,1,7,8,62,H
7,80,1,4,9,75,H
4,65,0,6,5,48,H
3,60,1,9,1,40,H
6,57,1,9,8,45,H
1,54,0,6,1,27,H
3,54,0,7,6,32,H
2,45,0,4,0,20,H
9,82,0,9,4,80,H
3,70,0,9,6,51,H
2,67,0,8,2,44,H
4,47,0,5,3,29,H
2,68,1,8,4,46,H
1,60,0,5,2,37,H
6,56,0,9,5,44,H
8,95,0,5,2,90,H
2,96,0,4,7,75,H
9,88,0,9,6,84,H
3,63,1,9,0,44,H
8,97,1,5,1,91,H
8,99,1,6,3,94,H
3,89,1,5,4,69,H
3,75,1,5,9,57,H
6,70,1,7,3,55,H
1,86,1,7,3,61,H
4,73,0,4,8,54,H
1,41,0,4,3,12,H
3,81,0,6,3,62,H
9,42,0,7,3,40,H
5,69,0,8,1,57,H
5,47,0,4,7,33,H
4,91,1,4,3,71,H
3,46,0,7,4,26,H
5,51,0,7,7,39,H
4,97,0,6,3,74,H
8,58,1,7,4,56,H
4,65,1,5,4,45,H
8,67,1,9,5,61,H
6,54,0,8,6,45,H
5,53,0,9,2,43,H
4,87,0,5,9,68,H
4,98,1,5,2,79,H
4,53,1,9,8,40,H
9,42,0,5,0,37,H
4,89,1,4,9,72,H
9,68,0,9,7,67,H
6,99,1,5,9,93,H
7,93,1,4,2,85,H
3,45,1,7,4,26,H
8,88,0,8,2,84,H
3,62,1,8,9,45,H
1,67,0,5,0,41,H
5,53,0,8,9,39,H
2,53,0,4,4,28,H
6,59,1,7,7,48,H
9,52,1,5,4,46,H
1,66,1,6,3,38,H
4,99,0,9,8,87,H
1,74,1,8,0,50,H
1,84,1,8,4,63,H
8,95,0,5,0,89,H
2,41,0,9,5,19,H
1,80,0,9,9,56,H
8,84,1,8,8,82,H
4,79,1,8,1,60,H
3,87,0,6,3,67,H
4,63,1,9,7,50,H
5,68,0,4,2,52,H
1,42,1,5,6,17,H
1,84,0,5,6,61,H
3,43,1,6,1,22,H
6,89,0,6,9,79,H
1,41,0,4,3,15,H
2,59,0,7,0,34,H
7,93,1,5,7,83,H
1,92,1,9,9,71,H
7,54,1,8,9,47,H
4,88,0,4,8,70,H
6,71,0,5,0,58,H
8,81,0,9,6,74,H
9,40,0,4,0,34,H
6,77,0,7,0,66,H
9,74,0,9,8,73,H
4,90,0,5,9,72,H
6,46,0,8,9,34,H
8,84,0,9,5,80,H
9,52,1,5,0,49,H
3,88,0,4,6,69,H
2,40,1,7,2,16,H
6,53,0,9,9,46,H
4,68,1,4,3,50,H
1,97,0,4,3,67,H
8,42,1,6,7,37,H
9,85,0,4,0,78,H
9,63,0,9,7,62,H
2,40,0,7,8,18,H
9,87,1,8,6,83,H
7,49,0,6,0,42,H
5,52,1,4,6,36,H
7,75,1,9,5,64,H
9,48,1,5,4,47,H
8,53,1,6,4,48,H
6,75,1,7,0,63,H
4,49,0,5,5,31,H
1,79,1,7,3,54,H
6,62,1,5,0,46,H
3,74,1,8,7,53,H
6,94,1,7,7,86,H
6,46,0,5,3,34,H
4,81,0,7,6,66,H
2,74,0,6,2,53,H
9,41,1,7,7,32,H
2,54,1,9,6,32,H
3,48,1,7,4,26,H
1,86,0,5,4,59,H
7,56,1,7,8,45,H
1,78,0,8,5,54,H
9,91,1,4,5,89,H
1,57,1,6,1,35,H
5,54,0,9,4,40,H
7,57,1,5,3,49,H
3,63,0,7,9,46,H
9,62,1,7,2,63,H
8,51,0,7,8,43,H
3,62,1,6,6,44,H
5,60,1,9,3,48,H
7,65,1,4,8,53,H
4,47,1,8,8,32,H
5,69,1,9,6,58,H
3,73,0,8,4,50,H
9,41,0,9,8,39,H
9,44,1,5,6,41,H
7,70,0,4,8,61,H
2,72,0,4,2,49,H
7,93,0,6,8,84,H
7,43,0,9,0,32,H
5,45,1,7,4,32,H
9,62,0,4,1,60,H
3,84,0,9,0,67,H
4,58,1,7,2,46,H
1,82,1,6,6,56,H
6,84,1,9,2,74,H
4,47,1,9,9,28,H
1,78,1,5,9,52,H
2,52,1,9,8,28,H
3,40,1,5,2,18,H
9,45,1,7,5,45,H
8,46,0,7,1,41,H
7,87,1,4,7,78,H
4,66,0,6,9,48,H
1,54,1,5,4,26,H
8,91,1,4,1,86,H
4,73,0,8,6,56,H
3,97,1,4,2,77,H
9,96,1,7,4,95,H
4,62,0,8,8,47,H
4,87,0,4,0,62,H
9,88,0,9,1,87,H
2,63,0,6,4,40,H
5,54,0,5,3,35,H
4,74,0,9,0,60,H
9,43,1,8,6,41,H
5,83,1,6,8,67,H
9,76,1,4,0,70,H
9,56,1,9,7,55,H
2,70,1,7,8,54,H
9,77,0,7,1,72,H
3,49,0,6,0,26,H
4,93,1,7,5,77,H
1,89,0,5,6,67,H
1,66,1,6,1,39,H
1,81,0,6,4,54,H
9,45,1,7,4,43,H
8,95,1,6,6,89,H
5,45,1,4,0,28,H
5,91,0,8,9,80,H
9,54,0,9,7,51,H
3,43,1,8,4,23,H
3,96,0,9,2,79,H
7,87,1,7,8,77,H
9,93,1,5,2,89,H
6,95,0,5,6,80,H
2,79,1,7,9,57,H
1,46,1,7,6,20,H
2,90,1,6,9,68,H
1,97,0,5,7,71,H
9,88,1,8,9,88,H
8,92,1,7,7,85,H
7,84,1,8,3,77,H
3,86,1,9,0,66,H
8,65,0,8,3,61,H
2,97,1,5,5,74,H
2,70,1,9,9,48,H
3,41,0,8,5,18,H
7,67,0,6,5,59,H
1,81,0,6,6,55,H
8,52,0,5,0,47,H
7,57,0,6,9,52,H
4,69,0,7,0,50,H
5,94,1,9,6,77,H
